Conference,Acronym,Year,Topic,Papers(5Y),Citations(5Y),h5,h5_source,SBC_Class,Google_Scholar_ID,DBLP_ID
International Conference on Computational Advances in Bio and Medical Sciences,ICCABS,2025,General,,,6,(2025) [GS],Top20,QQeDv53tlF0J,
International Conference on Real Time Intelligent Systems,RTIS,2025,General,,,6.0,(2025) [GS],Geral,RIIA6l-Mlx0J,
Brazilian Symposium on Programming Languages,SBLP,2025,General,,,6.0,(2025) [GS],Top10,,sblp
"International Conference on Natural Computation, Fuzzy Systems and Knowledge Discovery",ICNC-FSKD,2025,General,,,5,(2025) [GS],,,
IEEE International Conference on Cyborg and Bionic Systems,CBS,2025,General,,,5,(2025) [GS],Geral,o5Mc40u6CcYJ,
"DMIHER International Conference on Artificial Intelligence in Healthcare, Education and Industry",AIED,2025,General,,,5,(2025) [GS],Top10,,
International Conference on Parallel Processing and Applied Mathematics (PPAM),PPAM,2025,General,,,5,(2025) [GS],Geral,7NHJcpYeTeYJ,ppam
Seminário Integrado de Software e Hardware (SEMISH),SEMISH,2025,General,,,5,(2025) [GS],Geral,wGjmHjjfBacJ,
Workshop de Computação Aplicada em Governo Eletrônico,WCGE,2025,General,,,5,(2025) [GS],Geral,,
Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais (IHC),IHC,2025,General,,,5,(2025) [GS],Top10,jyopF_8JEZIJ,ihc
IEEE/ACM/IFIP International Conference on Hardware/Software Codesign and System Synthesis,CODES+ISSS,2025,General,,,5.0,(2025) [GS],Geral,,codesisss
International Symposium on Frontiers of Combining System,FROCOS,2025,General,,,5.0,(2025) [GS],Top20,,frocos
Anais Estendidos do Simpósio Brasileiro de Sistemas de Informação,AE-SBSI,2025,General,,,5,(2025) [GS],Top20,,
Workshop on Reactive and Event-Based Languages and Systems,REBLS,2025,General,,,5.0,(2025) [GS],Geral,,rebls
International Conference on Collaboration Technologies and Social Computing,CollabTech,2025,General,,,5,(2025) [GS],Geral,,collabtech
IEEE International 3D Systems Integration Conference,3DIC,2025,General,,,5.0,(2025) [GS],Geral,,3dic
Simpósio em Sistemas Computacionais de Alto Desempenho (SSCAD),WSCAD,2025,General,,,5,(2025) [GS],Top10,MZeKedZe-5YJ,
International Workshop on Software Engineering for Systems-of-Systems and Software Ecosystems,SESoS,2025,General,,,5,(2025) [GS],Geral,,sessos
Simpósio Brasileiro de Automação Inteligente-SBAI,SBAI,2025,General,,,4,(2025) [GS],Geral,poyWVKlO8ggJ,
International Conference on Research in Intelligent and Computing in Engineering,RICE,2025,General,,,4,(2025) [GS],,,
Symposium on Microelectronics Technology and Devices,SBMICRO,2025,General,,,4,(2025) [GS],Geral,9giMOactGh8J,
Simpósio Brasileiro de Banco de Dados (SBBD),SBBD,2025,General,,,4,(2025) [GS],Top20,ixetonJUY2YJ,sbbd
Information Systems in Latin America,ISLA,2025,General,,,4,(2025) [GS],Geral,,
"IEEE Games, Entertainment, Media Conference",GEM,2025,General,,,4.0,(2025) [GS],Top20,,gamesem
"International Symposium on Instrumentation Systems, Circuits and Transducers",INSCIT,2025,General,,,4,(2025) [GS],,,
International Conference on Videogame Sciences and Arts,Videojogos,2025,General,,,4.0,(2025) [GS],Geral,,
Brazilian Symposium on GeoInformatics,GEOINFO,2025,General,,,4,(2025) [GS],Top10,,geoinfo
International Conference on Intelligent Information Hiding and Multimedia Signal Processing,IIH-MSP,2025,General,,,4,(2025) [GS],Geral,glSJUMMggrUJ,iih-msp
International Workshop on Games and Software Engineering ,GAS,2025,General,,,4.0,(2025) [GS],Top20,,icse-gas
International Symposium on Functional and Logic Programming,FLOPS,2025,General,,,4.0,(2025) [GS],Top20,,flops
IEEE Future Networks World Forum,FNWF,2025,General,,,4,(2025) [GS],Geral,MhundaNt3scJ,fnwf
Encontro da Associação Nacional de Pós-Graduação e Pesquisa em Administração,ENANPAD,2025,General,,,4,(2025) [GS],Geral,,
Brazilian Symposium in Information and Human Language Technology,STIL,2025,General,,,4.0,(2025) [GS],Top10,,stil
IEEE International Conference on Intelligence and Safety for Robotics,ISR*,2025,General,,,4.0,(2025) [GS],Geral,CVpdLFbXIAIJ,
International Conference on Information Systems Security,ICISS,2025,General,,,4,(2025) [GS],Geral,p8h6FO7flgIJ,iciss
International Symposium on Platial Information Science,PLATIAL,2025,General,,,4.0,(2025) [GS],Geral,,
International Workshop on Mining the Social Web,SoWeMi,2025,General,,,3,(2025) [GS],Geral,,
"Workshop-School on Agents, Environments, and Applications",WESAAC,2025,General,,,3,(2025) [GS],Geral,,
Congresso Brasileiro de Agroinformática (SBIAGRO),SBIAGRO,2025,General,,,3,(2025) [GS],,,
Text Analysis Conference,TAC,2025,General,,,3.0,(2025) [GS],Top20,,tac
Congresso Latino-Americano de Software Livre e Tecnologias Abertas (Latinoware),LATINOWARE,2025,General,,,3,(2025) [GS],,,
Workshop on Social and Human Aspects of Business Process Management,BPMS2,2025,General,,,3,(2025) [GS],Geral,,bpm
Simpósio Brasileiro de Computação Ubíqua e Pervasiva,SBCUP,2025,General,,,3,(2025) [GS],Geral,KIaJcB9oivgJ,
International Conference on Information Visualization Theory and Applications,IVAPP,2025,General,,,3.0,(2025) [GS],Geral,,ivapp
"International Conference on Signal Processing, Communication, Power and Embedded System",ICSPCEC,2025,General,,,2,(2025) [GS],Geral,tS8iHNcH760J,
"International Conference on Disability, Virtual Reality & Associated Technologies",ICDVRAT,2025,General,,,2.0,(2025) [GS],Geral,,
Encontro de Teoria da Computação (ETC),ETC,2025,General,,,2,(2025) [GS],Geral,S-FAvH1rAgcJ,
Workshop de Testes e Tolerância a Falhas,WTF,2025,General,,,2.0,(2025) [GS],Geral,,
Simpósio Brasileiro de Pesquisa Operacional,SBPO,2025,General,1621.0,44.0,2,(2025) [OA+CR],Geral,,
"Interservice/Industry Training, Simulation & Education Conference",I/ITSEC,2025,General,,,2.0,(2025) [GS],Geral,,
Congresso Nacional de Matemática Aplicada e Computacional,CNMAC,2025,General,515.0,44.0,2,(2025) [CR],Geral,,
International Conference on Knowledge-Based and Intelligent Information & Engineering Systems,KES,2025,General,,,2,(2025) [GS],Geral,,kes
Spatial Data Science Symposium,SDSS,2025,General,,,2.0,(2025) [GS],Top10,,
Corpus Linguistics Conference,CL,2025,General,,,2.0,(2025) [GS],Top20,,
Workshop Iberchip,IBERCHIP,2025,General,,,2.0,(2025) [GS],Geral,,
CONTECSI-International Conference on Information Systems and Technology Management Virtual,CONTECSI,2025,General,,,2,(2025) [GS],Geral,,
"International Symposium on Vision, Modeling and Visualization",VMV,2025,General,,,1.0,(2025) [GS],Geral,,vmv
"International Workshop on Logical and Semantic Frameworks, with Applications",LSFA,2025,General,,,1.0,(2025) [GS],Top10,,lsfa
Congress on Numerical Methods in Engineering,CMN,2025,General,,,1.0,(2025) [GS],Geral,,
European Symposium on Reliability of Electron Devices Failure Physics and Analysis,ESREF,2025,General,,,1.0,(2025) [GS],Geral,,
Congresso Brasileiro de Engenharia Biomédica,CBEB,2025,General,,,1.0,(2025) [GS],Geral,,
International Congress on Numerical Methods in Engineering and Applied Sciences,CIMENICS,2025,General,,,1.0,(2025) [GS],Geral,,
IberSPEECH Conference,IBERSPEECH,2025,General,,,1.0,(2025) [GS],Geral,,iberspeech
Forum on Specification and Design Languages,FDL,2025,General,,,1.0,(2025) [GS],Geral,,fdl
Microelectronics Student Forum,Sforum,2025,General,,,1.0,(2025) [GS],Geral,,
Workshop Brasileiro de Lógica,WBL,2025,General,,,1.0,(2025) [GS],Geral,,
International Conference on Smart Learning Environments,ICSLE,2025,General,,,,,Geral,,icsle
International Conference on Visualization: Imaging and Image Processing,ICVIIP,2025,General,,,,,Geral,,
International Symposium on Intelligent Data Analysis,IDA,2025,General,,,,,Geral,,ida
IFIP World Conference on Computers in Education,WCCE,2025,General,,,,,Geral,,wcce
Australasian Conference on Robotics and Automation,WHC*,2025,General,,,,,Geral,,
Workshop sobre Educação em IHC,WEIHC,2025,General,,,0,(2025) [GS],Geral,,
Conférence Francophone sur l’Interaction Homme-Machin,IHM,2025,General,,,0,(2025) [GS],Geral,,ihm
,escolher,2025,General,,,,,Geral,,
IEEE International Conference on Green Computing and Communications,GreenCom,2025,General,,,?,(2025) [GS],Geral,,greencom
International Conference on Wired & Wireless Internet Communications,WWIC,2025,General,,,,,Geral,,wwic
International Workshop on AI for Geographic Knowledge Discovery,GeoAI,2025,General,,,,,Geral,,geoai
Electronic Government and the Information Systems Perspective,EGOVIS,2025,General,,,0,(2025) [GS],Geral,,egovis
European Chapter on Combinatorial Optimization,ECCO,2025,General,,,,,Geral,,
International Workshop on Geospatial Simulation,GeoSim,2025,General,,,,,Geral,,geosim
IADIS International Conference on e-Learning,E-Learning,2025,General,,,,,Geral,,iadisel
International Conference on Mathematics and Computation in Music,MCM,2025,General,,,não tem,(2025) [GS],Geral,,
"International Workshop on Location-Based Recommendations, Geosocial Networks and Geoadvertising",LocalRec,2025,General,,,,,Geral,,
International Symposium on Autonomous Decentralized Systems,ISADS,2025,General,,,?,(2025) [GS],Geral,,isads
International Population Data Linkage Network,IPDLN,2025,General,,,,,Geral,,
Workshop on Circuits and System Design,WCAS,2025,General,,,,,Geral,,
Joint IFIP Wireless and Mobile Networking Conference,WMNC,2025,General,,,?,(2025) [GS],Geral,,wmnc
Workshop de Computação Aplicada à Gestão do Meio Ambiente e Recursos Naturais,WCAMA,2025,General,,,0,(2025) [GS],Geral,,
IEEE/IFIP International Conferences on Embedded and Ubiquitous Computing,EUC,2025,General,,,,,Geral,,euc
European Workshop on Software Defined Networks,EWSDN,2025,General,,,?,(2025) [GS],Geral,,ewsdn
Foundations of Applied Software Engineering for Games Workshop,FASE4Games,2025,General,,,0.0,(2025) [GS],Top20,,fase4games
Conference on Field and Service Robotics,FSR*,2025,General,,,,,Geral,,
International Conference on Computational Systems-Biology and Bioinformatics,CSBIO,2025,General,,,,,Top20,,
Congresso da Sociedade Brasileira de Computação,CSBC,2025,General,,,0,(2025) [GS],Geral,,
Cologne-Twente Workshop on Graphs and Combinatorial Optimization,CTW,2025,General,,,,,Geral,,colognetwente
Conference on Computer Simulation of Musical Creativity,CSMC,2025,General,,,não tem,(2025) [GS],Top20,,
Mostra Nacional de Robótica,MNR,2025,General,,,,,Geral,,
International Workshop on Multilayer Music Representation and Processing,MMRP,2025,General,,,não tem,(2025) [GS],Top20,,
Machine Learning and Data Mining in Pattern Recognition,MLDM,2025,General,,,,,Geral,,mldm
SIAM Conference on Discrete Mathematics,DM,2025,General,,,,,Geral,,
Workshop on Detection and Classification of Acoustic Scenes and Events,DCASE,2025,General,,,não tem,(2025) [GS],Geral,,
International Workshop on the Use of GIS in Emergency Management,EM-GIS,2025,General,,,,,Geral,,
International Symposium on Multi-Robot and Multi-Agent Systems,MRS*,2025,General,,,,,Geral,,
ACM International Symposium on Mobility Management and Wireless Access,MOBIWAC,2025,General,,,?,(2025) [GS],Geral,,mobiwac
International Conference on Intelligent Text Processing and Computational Linguistics,CICLING,2025,General,,,0.0,(2025) [GS],Geral,,cicling
Encontro de Linguística de Corpus,ELC,2025,General,,,0.0,(2025) [GS],Top20,,
International Workshop on Management of SDN and NFV Systems,ManSDN/NFV,2025,General,,,?,(2025) [GS],Geral,,
"International Conference on Internet of Things, Smart Spaces, and Next Generation Networks and Systems",NEW2AN,2025,General,,,?,(2025) [GS],Geral,,new2an
International Symposium on Computer Music Multidisciplinary Research,CMMR,2025,General,,,não tem,(2025) [GS],Top10,,
International Symposium on Computer Methods in Biomechanics and Biomedical Engineering,CMBBE,2025,General,,,,,Geral,,
International Symposium on Distributed Autonomous Robotic Systems,DARS*,2025,General,,,,,Geral,,
"International Conference on Integration of Constraint Programming, Artificial Intelligence, and Operations Research",CPAIOR,2025,General,,,,,Geral,,cpaior
International Conference on Digital Audio Effects,DAFX,2025,General,,,não tem,(2025) [GS],Top10,,
Workshop On Computing Techniques For Spatio-Temporal Data in Archaeology And Cultural Heritage,CoARCH,2025,General,,,,,Geral,,
"Workshop CAPA - Culturas, Alteridades e Participações em IHC",CapaIHC,2025,General,,,0,(2025) [GS],Geral,,
Location Privacy and Security Workshop,LoPaS,2025,General,,,,,Geral,,
International Symposium on Fundamentals of Computation Theory,FCT,2025,General,,,,,Geral,,fct
International Network Optimization Conference,INOC,2025,General,,,,,Geral,,inoc
International Conference on Inductive Logic Programming,ILP,2025,General,,,,,Geral,,ilp
International Conference on Internet and Distributed Computing Systems,IDCS,2025,General,,,?,(2025) [GS],Geral,,idcs
"International Workshop on Power and Timing Modeling, Optimization and Simulation",PATMOS,2025,General,,,,,Geral,,
IFAC International Conference on Programmable Devices and Embedded Systems,PDES,2025,General,,,,,Geral,,pdes
"ACM International Symposium on Performance Evaluation of Wireless Ad Hoc, Sensor, and Ubiquitous Networks",PE-WASUM,2025,General,,,?,(2025) [GS],Geral,,pe-wasun
Computers and Advanced Technology in Education,CATE,2025,General,,,,,Geral,,cate
Congresso Brasileiro de Automática,CBA*,2025,General,,,,,Geral,,
Latin-Ibero-American Conference on Operations Research,CLAIO,2025,General,,,,,Geral,,
IEEE Information Visualization,InfoVis,2025,General,,,,,Geral,vRWGetFmuFkJ,infovis
SIAM Conference on Optimization,OP,2025,General,,,,,Geral,,
"ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Embedded Systems",LCTES,2025,General,,,,,Top20,,
Latin American Workshop on Cliques in Graphs,LAWCG,2025,General,,,,,Geral,,
Geographic Object-based Image Analysis (GEOBIA),GEOBIA,2025,General,,,,,Top20,,
IEEE Latin America Conference on Cloud Computing and Communications,LATINCLOUD,2025,General,,,?,(2025) [GS],Geral,,latincloud
International Conference on Fun with Algorithms,FUN,2025,General,,,,,Geral,,fun
International Working Conference on Human-Centered Software Engineering,HCSE,2025,General,,,0,(2025) [GS],Geral,,hcse
"ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Real-Time Systems",LCTRTS,2025,General,,,,,Geral,,lctrts
Ontology Research in Brazil,ONTOBRAS,2025,General,,,,,Top20,,
Congresso Internacional de Design da Informação,CIDI,2025,General,,,0,(2025) [GS],Geral,,
Brazilian Workshop on Service Robotics,BRASERO*,2025,General,,,,,Geral,,
Brazilian Humanoid Robot Workshop,BRAHUR*,2025,General,,,,,Geral,,
IEEE Internacional Conference on Robotics and Automation for Humanitarian Applications,RAHA,2025,General,,,,,Geral,,
ACM Symposium on QoS and Security for Wireless and Mobile Networks,Q2SWinet,2025,General,,,?,(2025) [GS],Geral,,mswim
International Workshop on Prediction of Human Mobility,PredictGIS,2025,General,,,,,Geral,,
SIAM Conference on Parallel Processing for Scientific Computing,PP,2025,General,,,,,Geral,,ppsc
Pacific Conference on Computer Graphics and Applications,PG,2025,General,,,,,Top20,,pg
Cognition and Exploratory Learning in Digital Age,CELDA,2025,General,,,,,Geral,,iadiscelda
Workshop on Core Computations on Spatial Information,CCSI,2025,General,,,,,Geral,,
Congresso Brasileiro de Telemedicina e Telesaúde,CBTMS,2025,General,,,,,Geral,,
Congresso Brasileiro de Informática em Saúde,CBIS,2025,General,,,,,Geral,,
Brazilian Congress on Computational Intelligence,CBIC,2025,General,,,,,Geral,,
Annual Conference and International Lidar Mapping Forum,ASPRS,2025,General,,,,,Geral,,
Conference and Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems,HAPTICS,2025,General,,,0,(2025) [GS],Top10,,haptics
Iberian Latin American Congress on Computational Methods,CILAMCE,2025,General,,,,,Geral,lPvkMWc1mQ8J,
Simpósio Brasileiro de Computação Musical,SBCM,2025,General,,,não tem,(2025) [GS],Top10,,
Simpósio Brasileiro de Automação Inteligente,SBAI*,2025,General,,,,,Geral,,
IEEE Sarnoff Symposium,SARNOFF,2025,General,,,,,Geral,,sarnoff
IEEE International Symposium on Rapid System Prototyping,RSP,2025,General,,,,,Geral,,rsp
IEEE International Symposium on Robotic and Sensors Environments,ROSE,2025,General,,,,,Geral,,
International Conference on Reconfigurable Computing and FPGAs,RECONFIG,2025,General,,,,,Geral,,reconfig
Bioinformatics: from Algorithms to Applications,BIATA,2025,General,,,,,Top20,,
"International Conference on Probabilistic, Combinatorial, and Asymptotic Methods in the Analysis of Algorithms",AofA,2025,General,,,,,Geral,,aofa
International Workshop on Analytics for Big Geospatial Data,BigSpatial,2025,General,,,,,Geral,,bigspatial-ws
Brazilian Symposium on Bioinformatics,BSB,2025,General,,,*,(2025) [GS],Top20,,
SIAM Symposium on Algorithm Engineering and Experiments,ALENEX,2025,General,,,,,Geral,,alenex
IEEE International Conference on Artificial Intelligence & eXtended and Virtual Reality,AIxVR,2025,General,,,,,Top20,,aivr
AES International Conference on Semantic Audio,AES-ICSA,2025,General,,,não tem,(2025) [GS],Top20,,
Congresso de Engenharia de Áudio da Audio Engineering Society Brasil.,AES Brasil,2025,General,,,não tem,(2025) [GS],Geral,,
International Convention of the Audio Engineering Society,AES,2025,General,,,não tem,(2025) [GS],Top20,,
Simpósio Brasileiro de Telecomunicações e Processamento de Sinais,SBrT,2025,General,,,?,(2025) [GS],Geral,,
SBSC - Simpósio Brasileiro de Sistemas Colaborativos,SBSC,2025,General,,,,,Top10,,
Simpósio Brasileiro de Métodos Formais,SBMF ,2025,General,,,,,Top10,,
International Conference on Artificial Life and Robotics,ICAROB,2025,General,,,,,Geral,,
IFIP International Conference on Informatics and Semiotics in Organisations,ICISO,2025,General,,,0,(2025) [GS],Geral,,iciso
Workshop on New Directions in Geovisual Analytics,GVIZ,2025,General,,,,,Geral,,
"International Conference on Advanced Geographic Information Systems, Applications, and Services (GEOProcessing)",GEOprocessing,2025,General,,,,,Top20,,
Latin-American Network Operations and Management Symposium,LANOMS,2025,General,,,?,(2025) [GS],Geral,,lanoms
IEEE International Symposium on Local and Metropolitan Area Networks,LANMAN,2025,General,,,?,(2025) [GS],Geral,,lanman
Latin American Networking Conference,LANC,2025,General,,,?,(2025) [GS],Geral,,lanc
"Latin-American Algorithms, Graphs and Optimization Symposium",LAGOS,2025,General,,,,,Geral,,lagos
Linux Audio Conference,LAC,2025,General,,,não tem,(2025) [GS],Top20,,
Latin American Web Congress,LA-WEB,2025,General,,,0,(2025) [GS],Geral,,la-web
Interaction Latin America,IxDA,2025,General,,,0,(2025) [GS],Geral,,
Workshop on Internet of Things for Ambient Assisted Living,IoTAAL,2025,General,,,0,(2025) [GS],Geral,,
International Workshop on Intelligent and Resilient Cities,ARIC,2025,General,,,,,Geral,,
Asia-Pacific Network Operations and Management Symposium,APNOMS,2025,General,,,?,(2025) [GS],Geral,,apnoms
Working Conference on Advanced Visual Interfaces ,AVI,2025,General,,,0,(2025) [GS],Top20,,avi
International Conference on Algorithms for Computational Biology,AlCoB,2025,General,,,,,Top20,,
International Conference on Advanced Computational Engineering and Experimenting,ACE-X,2025,General,,,,,Geral,,
Annual Meeting of the Association for Computational Linguistics,ACL,2025,General,,,,,Top10,,acl
Association for the Advancement of Assistive Technology in Europe Conference,AAATE,2025,General,,,0,(2025) [GS],Geral,,aaate
Symposium on Software Defined Networking Research,SOSR,2025,General,,,?,(2025) [GS],Geral,,sosr
ACM Symposium on Operating Systems Principles,SOSP,2025,General,,,?,(2025) [GS],Geral,,sosp
International Conference on Advances in Computer-Human Interaction,ACHI,2025,General,,,0,(2025) [GS],Geral,,iaria
International Conference on Current Trends in Theory and Practice of Computer Science,SOFSEM,2025,General,,,,,Top10,,sofsem
"IEEE International Conference on Simulation, Modeling, and Programming for Autonomous Robots",SIMPAR*,2025,General,,,,,Geral,,
Congresso da Associação Nacional de Pesquisa e Pós-Graduação em Música,ANPPOM,2025,General,,,não tem,(2025) [GS],Top20,,
ACM/IEEE Symposium on Architectures for Networking and Communications Systems,ANCS,2025,General,,,?,(2025) [GS],Geral,,ancs
Workshop on Analytic Algorithmics and Combinatorics,ANALCO,2025,General,,,,,Geral,,analco
Workshop on Analysis of Movement Data,AMD,2025,General,,,,,Geral,,
Joint ALIO/EURO International Conference on Applied Combinatorial Optimization,ALIO/EURO,2025,General,,,,,Geral,,
Congresso Brasileiro de Pesquisadores em Cibercultura,ABCIBER,2025,General,,,0,(2025) [GS],Geral,,
International conference on Technology 4 Education,T4E,2025,General,,,,,Geral,,t4e
Conference on Sustainable Internet and ICT for Sustainability,SustainIT,2025,General,,,0,(2025) [GS],Geral,,ifip6-3
Spatial Big Data and Machine Learning in GIScience,SpatialBigData,2025,General,,,,,Geral,,
IEEE Scientific Visualization,SciVis,2025,General,,,,,Geral,,scivis
International Conference of Students of Systematic Musicology,SYSMUS,2025,General,,,não tem,(2025) [GS],Geral,,
"International Conference on Mechatronics, Control and Robotics",ICMCR,2025,General,,,,,Geral,,
IFAC - World Congress of the International Federation of Automatic Control,IFAC*,2025,General,,,,,Geral,pq9AC66DKAMJ,
IFAC Symposium on Intelligent Autonomous Vehicles,IAV**,2025,General,,,,,Geral,,
ACM Conference on Hypertext and Social Media,HT,2025,General,,,0,(2025) [GS],Geral,,ht
International Workshop on Computational Transportation Science,IWCTS,2025,General,,,,,Geral,,
International Workshop on Computational Semantics,IWCS,2025,General,,,0.0,(2025) [GS],Geral,,iwcs
International Conference on Intelligent Tutoring Systems,ITS,2025,General,,,,,Top20,,its
International Symposium on Mathematical Programming,ISMP,2025,General,,,,,Geral,,ismp
IEEE International Conference on Development and Learning and Epigenetic Robotics,ICDL-EpiRob,2025,General,,,,,Geral,,
"International Conference on Computability Theory, Computability and Complexity",ICCTCC,2025,General,,,,,Top20,,
SIAM Symposium on Simplicity in Algorithms,SOSA,2025,General,,,,,Geral,,sosa
International Conference on Computational Science,ICCS,2025,General,,,,,Geral,,iccS
International Conference on Ad-Hoc Networks and Wireless,ADHOC-NOW,2025,General,,,?,(2025) [GS],Geral,,adhoc-now
ACM Hypertext Conference / Hipertext,ACM HT,2025,General,,,0,(2025) [GS],Geral,,ht
Australasian Conference on Robotics and Automation,ACRA,2025,General,,,,,Geral,,
Congresso Internacional de Ergonomia e Usabilidade de Interfaces Humano Computador,USIHC,2025,General,,,0,(2025) [GS],Geral,,
Workshop de Música Ubíqua,UBIMUS,2025,General,,,não tem,(2025) [GS],Geral,,
International Conference Universal Access in Human-Computer Interaction,UAHCI,2025,General,,,0,(2025) [GS],Geral,,
IEEE Visual Analytics Science and Technology,VAST,2025,General,,,,,Geral,,ieeevast
Interdisciplinary Workshop on Timbre,TIMBRE,2025,General,,,não tem,(2025) [GS],Geral,,
"International Conference on Technology and Innovation in Learning, Teaching and Education",TECH-EDU,2025,General,,,,,Geral,,techedu
Workshop sobre Interação e Pesquisa de Usuários no Desenvolvimento de Jogos,WIPLAY,2025,General,,,0,(2025) [GS],Geral,,
International Conference on Graph Transformations,ICGT,2025,General,,,,,Top20,,
"International Conference on Emerging Trends in Computing, Communication and Nanotechnology",ICE-CCN,2025,General,,,,,Geral,,
International Symposium on Measurement and Control in Robotics,ISMCR,2025,General,,,,,Geral,,
Intelligent Systems for Molecular Biology / European Conference on Computational Biology,ISMB/ECCB,2025,General,,,,,Top20,,
Congreso Internacional de Informática Educativa,TISE,2025,General,,,,,Geral,,
International Symposium on Imprecise Probabilities: Theories and Applications,ISIPTA,2025,General,,,,,Geral,,
International Symposium on Electronic /Emerging Art,ISEA,2025,General,,,0,(2025) [GS],Geral,,
"International Conference on Philosophy, Music and Emotion",ICPME,2025,General,,,não tem,(2025) [GS],Geral,,
IEEE International Symposium on Assembly and Manufacturing,ISAM*,2025,General,,,,,Geral,,
International Conference on Internet Computing and Internet of Things,ICOMPWC,2025,General,,,,,Geral,,
International Conference on Music Perception and Cognition,ICMPC,2025,General,,,não tem,(2025) [GS],Top20,,
Workshop on Interactions with Human Experiences,WIDE,2025,General,,,0,(2025) [GS],Geral,,
"Workshop sobre Aspectos Sociais, Humanos e Econômicos de Software",WASHES,2025,General,,,0,(2025) [GS],Top10,,
Workshop on Approximation and Online Algorithms,WAOA,2025,General,,,,,Geral,,waoa
Workshop sobre Aspectos da Interação Humano-Computador para a Web Social,WAIHCWS,2025,General,,,0,(2025) [GS],Geral,,ihc
"International Conferences in Central Europe on Computer Graphics, Visualization and Computer Vision",WSCG,2025,General,,,,,Geral,,
Workshop de Realidade Virtual e Aumentada,WRVA,2025,General,,,,,Geral,,
World Robot Conference,WRC,2025,General,,,,,Geral,,
Web Audio Conference,WAC,2025,General,,,não tem,(2025) [GS],Top20,,
IFIP International Embedded Systems Symposium,IESS,2025,General,,,,,Geral,,iess
IEEE Wireless Communications and Networking Conference,WCNC,2025,General,,,,,Geral,,wcnc
